N,NPfix,envs,germs,hards,pA,pGermBH,pGermWT,bankLength,wB
1.0,1.0,es,gs,hs,0.25,0.3,1.0,5,0.99
2.0,0.60676,es,gs,hs,0.25,0.3,1.0,5,0.99
7.0,0.024108,es,gs,hs,0.25,0.3,1.0,5,0.99
21.0,0.0,es,gs,hs,0.25,0.3,1.0,5,0.99
59.0,0.0,es,gs,hs,0.25,0.3,1.0,5,0.99
166.0,0.0,es,gs,hs,0.25,0.3,1.0,5,0.99
464.0,0.0,es,gs,hs,0.25,0.3,1.0,5,0.99
1291.0,0.0,es,gs,hs,0.25,0.3,1.0,5,0.99
3593.0,0.0,es,gs,hs,0.25,0.3,1.0,5,0.99
10000.0,0.0,es,gs,hs,0.25,0.3,1.0,5,0.99
1.0,1.0,es,gs,hs,0.25,0.9,0.7,5,0.75
2.0,0.592702,es,gs,hs,0.25,0.9,0.7,5,0.75
7.0,0.209846,es,gs,hs,0.25,0.9,0.7,5,0.75
21.0,0.024465,es,gs,hs,0.25,0.9,0.7,5,0.75
59.0,0.000354,es,gs,hs,0.25,0.9,0.7,5,0.75
166.0,0.0,es,gs,hs,0.25,0.9,0.7,5,0.75
464.0,0.0,es,gs,hs,0.25,0.9,0.7,5,0.75
1291.0,0.0,es,gs,hs,0.25,0.9,0.7,5,0.75
3593.0,0.0,es,gs,hs,0.25,0.9,0.7,5,0.75
10000.0,0.0,es,gs,hs,0.25,0.9,0.7,5,0.75
1.0,1.0,es,gs,hs,0.5,0.8,0.8,5,0.9
2.0,0.766206,es,gs,hs,0.5,0.8,0.8,5,0.9
7.0,0.713265,es,gs,hs,0.5,0.8,0.8,5,0.9
21.0,0.7249619999999999,es,gs,hs,0.5,0.8,0.8,5,0.9
59.0,0.44132,es,gs,hs,0.5,0.8,0.8,5,0.9
166.0,0.4890359999999999,es,gs,hs,0.5,0.8,0.8,5,0.9
464.0,0.471888,es,gs,hs,0.5,0.8,0.8,5,0.9
1291.0,0.493162,es,gs,hs,0.5,0.8,0.8,5,0.9
3593.0,0.4670899999999999,es,gs,hs,0.5,0.8,0.8,5,0.9
10000.0,0.53,es,gs,hs,0.5,0.8,0.8,5,0.9
1.0,1.0,es,gs,hs,0.0,0.9,0.8,5,0.95
2.0,0.613668,es,gs,hs,0.0,0.9,0.8,5,0.95
7.0,0.291949,es,gs,hs,0.0,0.9,0.8,5,0.95
21.0,0.04788,es,gs,hs,0.0,0.9,0.8,5,0.95
59.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.95
166.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.95
464.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.95
1291.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.95
3593.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.95
10000.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.95
1.0,1.0,es,gs,hs,0.75,0.7,0.7,5,0.75
2.0,0.862096,es,gs,hs,0.75,0.7,0.7,5,0.75
7.0,0.816424,es,gs,hs,0.75,0.7,0.7,5,0.75
21.0,0.587769,es,gs,hs,0.75,0.7,0.7,5,0.75
59.0,0.669473,es,gs,hs,0.75,0.7,0.7,5,0.75
166.0,0.684086,es,gs,hs,0.75,0.7,0.7,5,0.75
464.0,0.713168,es,gs,hs,0.75,0.7,0.7,5,0.75
1291.0,0.753944,es,gs,hs,0.75,0.7,0.7,5,0.75
3593.0,0.7186,es,gs,hs,0.75,0.7,0.7,5,0.75
10000.0,0.66,es,gs,hs,0.75,0.7,0.7,5,0.75
1.0,1.0,es,gs,hs,0.0,1.0,0.9,5,0.75
2.0,0.429624,es,gs,hs,0.0,1.0,0.9,5,0.75
7.0,0.043652,es,gs,hs,0.0,1.0,0.9,5,0.75
21.0,2.1e-05,es,gs,hs,0.0,1.0,0.9,5,0.75
59.0,0.0,es,gs,hs,0.0,1.0,0.9,5,0.75
166.0,0.0,es,gs,hs,0.0,1.0,0.9,5,0.75
464.0,0.0,es,gs,hs,0.0,1.0,0.9,5,0.75
1291.0,0.0,es,gs,hs,0.0,1.0,0.9,5,0.75
3593.0,0.0,es,gs,hs,0.0,1.0,0.9,5,0.75
10000.0,0.0,es,gs,hs,0.0,1.0,0.9,5,0.75
1.0,1.0,es,gs,ss,0.25,0.1,1.0,5,0.95
2.0,0.168292,es,gs,ss,0.25,0.1,1.0,5,0.95
7.0,4.2e-05,es,gs,ss,0.25,0.1,1.0,5,0.95
21.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.95
59.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.95
166.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.95
464.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.95
1291.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.95
3593.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.95
10000.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.95
1.0,1.0,es,gs,hs,0.5,0.3,1.0,5,0.85
2.0,0.623334,es,gs,hs,0.5,0.3,1.0,5,0.85
7.0,0.034349,es,gs,hs,0.5,0.3,1.0,5,0.85
21.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.85
59.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.85
166.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.85
464.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.85
1291.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.85
3593.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.85
10000.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.85
1.0,1.0,es,gs,hs,0.75,1.0,0.9,5,0.8
2.0,0.796652,es,gs,hs,0.75,1.0,0.9,5,0.8
7.0,0.869484,es,gs,hs,0.75,1.0,0.9,5,0.8
21.0,0.98028,es,gs,hs,0.75,1.0,0.9,5,0.8
59.0,0.963824,es,gs,hs,0.75,1.0,0.9,5,0.8
166.0,0.8731599999999999,es,gs,hs,0.75,1.0,0.9,5,0.8
464.0,0.6356799999999999,es,gs,hs,0.75,1.0,0.9,5,0.8
1291.0,0.304676,es,gs,hs,0.75,1.0,0.9,5,0.8
3593.0,0.007186,es,gs,hs,0.75,1.0,0.9,5,0.8
10000.0,0.0,es,gs,hs,0.75,1.0,0.9,5,0.8
1.0,1.0,es,gs,hs,0.0,0.9,0.8,5,0.85
2.0,0.530144,es,gs,hs,0.0,0.9,0.8,5,0.85
7.0,0.114548,es,gs,hs,0.0,0.9,0.8,5,0.85
21.0,0.0005459999999999,es,gs,hs,0.0,0.9,0.8,5,0.85
59.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.85
166.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.85
464.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.85
1291.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.85
3593.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.85
10000.0,0.0,es,gs,hs,0.0,0.9,0.8,5,0.85
1.0,1.0,es,gs,hs,0.0,0.4,0.9,5,0.99
2.0,0.617642,es,gs,hs,0.0,0.4,0.9,5,0.99
7.0,0.0340619999999999,es,gs,hs,0.0,0.4,0.9,5,0.99
21.0,0.0,es,gs,hs,0.0,0.4,0.9,5,0.99
59.0,0.0,es,gs,hs,0.0,0.4,0.9,5,0.99
166.0,0.0,es,gs,hs,0.0,0.4,0.9,5,0.99
464.0,0.0,es,gs,hs,0.0,0.4,0.9,5,0.99
1291.0,0.0,es,gs,hs,0.0,0.4,0.9,5,0.99
3593.0,0.0,es,gs,hs,0.0,0.4,0.9,5,0.99
10000.0,0.0,es,gs,hs,0.0,0.4,0.9,5,0.99
1.0,1.0,es,gs,ss,0.0,0.0,0.7,5,0.75
2.0,0.0,es,gs,ss,0.0,0.0,0.7,5,0.75
7.0,0.0,es,gs,ss,0.0,0.0,0.7,5,0.75
21.0,0.0,es,gs,ss,0.0,0.0,0.7,5,0.75
59.0,0.0,es,gs,ss,0.0,0.0,0.7,5,0.75
166.0,0.0,es,gs,ss,0.0,0.0,0.7,5,0.75
464.0,0.0,es,gs,ss,0.0,0.0,0.7,5,0.75
1291.0,0.0,es,gs,ss,0.0,0.0,0.7,5,0.75
3593.0,0.0,es,gs,ss,0.0,0.0,0.7,5,0.75
10000.0,0.0,es,gs,ss,0.0,0.0,0.7,5,0.75
1.0,1.0,es,gs,ss,0.25,0.1,1.0,5,0.85
2.0,0.16744,es,gs,ss,0.25,0.1,1.0,5,0.85
7.0,3.5000000000000004e-05,es,gs,ss,0.25,0.1,1.0,5,0.85
21.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.85
59.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.85
166.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.85
464.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.85
1291.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.85
3593.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.85
10000.0,0.0,es,gs,ss,0.25,0.1,1.0,5,0.85
1.0,1.0,es,gs,hs,0.5,0.2,0.9,5,0.9
2.0,0.504388,es,gs,hs,0.5,0.2,0.9,5,0.9
7.0,0.006979,es,gs,hs,0.5,0.2,0.9,5,0.9
21.0,0.0,es,gs,hs,0.5,0.2,0.9,5,0.9
59.0,0.0,es,gs,hs,0.5,0.2,0.9,5,0.9
166.0,0.0,es,gs,hs,0.5,0.2,0.9,5,0.9
464.0,0.0,es,gs,hs,0.5,0.2,0.9,5,0.9
1291.0,0.0,es,gs,hs,0.5,0.2,0.9,5,0.9
3593.0,0.0,es,gs,hs,0.5,0.2,0.9,5,0.9
10000.0,0.0,es,gs,hs,0.5,0.2,0.9,5,0.9
1.0,1.0,es,gs,hs,0.5,0.3,1.0,5,0.95
2.0,0.64943,es,gs,hs,0.5,0.3,1.0,5,0.95
7.0,0.0371,es,gs,hs,0.5,0.3,1.0,5,0.95
21.0,0.002037,es,gs,hs,0.5,0.3,1.0,5,0.95
59.0,0.000177,es,gs,hs,0.5,0.3,1.0,5,0.95
166.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.95
464.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.95
1291.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.95
3593.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.95
10000.0,0.0,es,gs,hs,0.5,0.3,1.0,5,0.95
1.0,1.0,es,gs,ss,0.25,0.2,0.9,5,0.75
2.0,0.414252,es,gs,ss,0.25,0.2,0.9,5,0.75
7.0,0.003479,es,gs,ss,0.25,0.2,0.9,5,0.75
21.0,0.0,es,gs,ss,0.25,0.2,0.9,5,0.75
59.0,0.0,es,gs,ss,0.25,0.2,0.9,5,0.75
166.0,0.0,es,gs,ss,0.25,0.2,0.9,5,0.75
464.0,0.0,es,gs,ss,0.25,0.2,0.9,5,0.75
1291.0,0.0,es,gs,ss,0.25,0.2,0.9,5,0.75
3593.0,0.0,es,gs,ss,0.25,0.2,0.9,5,0.75
10000.0,0.0,es,gs,ss,0.25,0.2,0.9,5,0.75
1.0,1.0,es,gs,ss,0.0,1.0,0.8,5,0.8
2.0,1.334166,es,gs,ss,0.0,1.0,0.8,5,0.8
7.0,1.346499,es,gs,ss,0.0,1.0,0.8,5,0.8
21.0,1.306788,es,gs,ss,0.0,1.0,0.8,5,0.8
59.0,1.272866,es,gs,ss,0.0,1.0,0.8,5,0.8
166.0,1.288824,es,gs,ss,0.0,1.0,0.8,5,0.8
464.0,1.337712,es,gs,ss,0.0,1.0,0.8,5,0.8
1291.0,1.3891159999999998,es,gs,ss,0.0,1.0,0.8,5,0.8
3593.0,1.61685,es,gs,ss,0.0,1.0,0.8,5,0.8
10000.0,2.04,es,gs,ss,0.0,1.0,0.8,5,0.8
1.0,1.0,es,gs,ss,0.25,0.5,0.8,5,0.8
2.0,0.980732,es,gs,ss,0.25,0.5,0.8,5,0.8
7.0,0.5461400000000001,es,gs,ss,0.25,0.5,0.8,5,0.8
21.0,0.354207,es,gs,ss,0.25,0.5,0.8,5,0.8
59.0,0.101539,es,gs,ss,0.25,0.5,0.8,5,0.8
166.0,0.001826,es,gs,ss,0.25,0.5,0.8,5,0.8
464.0,0.0,es,gs,ss,0.25,0.5,0.8,5,0.8
1291.0,0.0,es,gs,ss,0.25,0.5,0.8,5,0.8
3593.0,0.0,es,gs,ss,0.25,0.5,0.8,5,0.8
10000.0,0.0,es,gs,ss,0.25,0.5,0.8,5,0.8
1.0,1.0,es,gs,ss,0.0,0.4,0.8,5,0.75
2.0,0.86344,es,gs,ss,0.0,0.4,0.8,5,0.75
7.0,0.293587,es,gs,ss,0.0,0.4,0.8,5,0.75
21.0,0.060816,es,gs,ss,0.0,0.4,0.8,5,0.75
59.0,0.000354,es,gs,ss,0.0,0.4,0.8,5,0.75
166.0,0.0,es,gs,ss,0.0,0.4,0.8,5,0.75
464.0,0.0,es,gs,ss,0.0,0.4,0.8,5,0.75
1291.0,0.0,es,gs,ss,0.0,0.4,0.8,5,0.75
3593.0,0.0,es,gs,ss,0.0,0.4,0.8,5,0.75
10000.0,0.0,es,gs,ss,0.0,0.4,0.8,5,0.75
1.0,1.0,es,gs,hs,0.5,0.0,0.7,5,0.9
2.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.9
7.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.9
21.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.9
59.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.9
166.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.9
464.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.9
1291.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.9
3593.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.9
10000.0,0.0,es,gs,hs,0.5,0.0,0.7,5,0.9
1.0,1.0,es,gs,hs,0.25,0.7,0.9,5,0.85
2.0,0.633922,es,gs,hs,0.25,0.7,0.9,5,0.85
7.0,0.2625,es,gs,hs,0.25,0.7,0.9,5,0.85
21.0,0.010962,es,gs,hs,0.25,0.7,0.9,5,0.85
59.0,0.0,es,gs,hs,0.25,0.7,0.9,5,0.85
166.0,0.0,es,gs,hs,0.25,0.7,0.9,5,0.85
464.0,0.0,es,gs,hs,0.25,0.7,0.9,5,0.85
1291.0,0.0,es,gs,hs,0.25,0.7,0.9,5,0.85
3593.0,0.0,es,gs,hs,0.25,0.7,0.9,5,0.85
10000.0,0.0,es,gs,hs,0.25,0.7,0.9,5,0.85
1.0,1.0,es,gs,hs,1.0,0.0,0.7,5,0.95
2.0,0.0,es,gs,hs,1.0,0.0,0.7,5,0.95
7.0,0.0,es,gs,hs,1.0,0.0,0.7,5,0.95
21.0,0.0,es,gs,hs,1.0,0.0,0.7,5,0.95
59.0,0.0,es,gs,hs,1.0,0.0,0.7,5,0.95
166.0,0.0,es,gs,hs,1.0,0.0,0.7,5,0.95
464.0,0.0,es,gs,hs,1.0,0.0,0.7,5,0.95
1291.0,0.0,es,gs,hs,1.0,0.0,0.7,5,0.95
3593.0,0.0,es,gs,hs,1.0,0.0,0.7,5,0.95
10000.0,0.0,es,gs,hs,1.0,0.0,0.7,5,0.95
1.0,1.0,es,gs,hs,0.75,0.0,0.7,5,0.99
2.0,0.0,es,gs,hs,0.75,0.0,0.7,5,0.99
7.0,0.0,es,gs,hs,0.75,0.0,0.7,5,0.99
21.0,0.0,es,gs,hs,0.75,0.0,0.7,5,0.99
59.0,0.0,es,gs,hs,0.75,0.0,0.7,5,0.99
166.0,0.0,es,gs,hs,0.75,0.0,0.7,5,0.99
464.0,0.0,es,gs,hs,0.75,0.0,0.7,5,0.99
1291.0,0.0,es,gs,hs,0.75,0.0,0.7,5,0.99
3593.0,0.0,es,gs,hs,0.75,0.0,0.7,5,0.99
10000.0,0.0,es,gs,hs,0.75,0.0,0.7,5,0.99
1.0,1.0,es,gs,hs,0.5,1.0,1.0,5,0.95
2.0,0.718738,es,gs,hs,0.5,1.0,1.0,5,0.95
7.0,0.772191,es,gs,hs,0.5,1.0,1.0,5,0.95
21.0,0.952854,es,gs,hs,0.5,1.0,1.0,5,0.95
59.0,0.998339,es,gs,hs,0.5,1.0,1.0,5,0.95
166.0,0.987866,es,gs,hs,0.5,1.0,1.0,5,0.95
464.0,1.03008,es,gs,hs,0.5,1.0,1.0,5,0.95
1291.0,1.010853,es,gs,hs,0.5,1.0,1.0,5,0.95
3593.0,1.056342,es,gs,hs,0.5,1.0,1.0,5,0.95
10000.0,1.06,es,gs,hs,0.5,1.0,1.0,5,0.95
1.0,1.0,es,gs,hs,0.5,0.6,1.0,5,0.9
2.0,0.731806,es,gs,hs,0.5,0.6,1.0,5,0.9
7.0,0.519197,es,gs,hs,0.5,0.6,1.0,5,0.9
21.0,0.2261909999999999,es,gs,hs,0.5,0.6,1.0,5,0.9
59.0,0.510527,es,gs,hs,0.5,0.6,1.0,5,0.9
166.0,0.4749259999999999,es,gs,hs,0.5,0.6,1.0,5,0.9
464.0,0.377696,es,gs,hs,0.5,0.6,1.0,5,0.9
1291.0,0.264655,es,gs,hs,0.5,0.6,1.0,5,0.9
3593.0,0.053895,es,gs,hs,0.5,0.6,1.0,5,0.9
10000.0,0.0,es,gs,hs,0.5,0.6,1.0,5,0.9
1.0,1.0,es,gs,hs,0.5,0.7,0.9,5,0.99
2.0,0.777932,es,gs,hs,0.5,0.7,0.9,5,0.99
7.0,0.761915,es,gs,hs,0.5,0.7,0.9,5,0.99
21.0,0.589008,es,gs,hs,0.5,0.7,0.9,5,0.99
59.0,0.609647,es,gs,hs,0.5,0.7,0.9,5,0.99
166.0,0.569214,es,gs,hs,0.5,0.7,0.9,5,0.99
464.0,0.4765279999999999,es,gs,hs,0.5,0.7,0.9,5,0.99
1291.0,0.2582,es,gs,hs,0.5,0.7,0.9,5,0.99
3593.0,0.025151,es,gs,hs,0.5,0.7,0.9,5,0.99
10000.0,0.0,es,gs,hs,0.5,0.7,0.9,5,0.99
1.0,1.0,es,gs,hs,0.75,0.9,0.9,5,0.85
2.0,0.810944,es,gs,hs,0.75,0.9,0.9,5,0.85
7.0,0.8968400000000001,es,gs,hs,0.75,0.9,0.9,5,0.85
21.0,0.996555,es,gs,hs,0.75,0.9,0.9,5,0.85
59.0,0.998457,es,gs,hs,0.75,0.9,0.9,5,0.85
166.0,0.7307319999999999,es,gs,hs,0.75,0.9,0.9,5,0.85
464.0,0.7424000000000001,es,gs,hs,0.75,0.9,0.9,5,0.85
1291.0,0.69714,es,gs,hs,0.75,0.9,0.9,5,0.85
3593.0,0.732972,es,gs,hs,0.75,0.9,0.9,5,0.85
10000.0,0.7,es,gs,hs,0.75,0.9,0.9,5,0.85
1.0,1.0,es,gs,hs,0.75,0.4,0.8,5,0.99
2.0,0.822934,es,gs,hs,0.75,0.4,0.8,5,0.99
7.0,0.274302,es,gs,hs,0.75,0.4,0.8,5,0.99
21.0,0.164346,es,gs,hs,0.75,0.4,0.8,5,0.99
59.0,0.011033,es,gs,hs,0.75,0.4,0.8,5,0.99
166.0,0.0,es,gs,hs,0.75,0.4,0.8,5,0.99
464.0,0.0,es,gs,hs,0.75,0.4,0.8,5,0.99
1291.0,0.0,es,gs,hs,0.75,0.4,0.8,5,0.99
3593.0,0.0,es,gs,hs,0.75,0.4,0.8,5,0.99
10000.0,0.0,es,gs,hs,0.75,0.4,0.8,5,0.99
1.0,1.0,es,gs,hs,0.0,0.0,1.0,5,0.95
2.0,0.0,es,gs,hs,0.0,0.0,1.0,5,0.95
7.0,0.0,es,gs,hs,0.0,0.0,1.0,5,0.95
21.0,0.0,es,gs,hs,0.0,0.0,1.0,5,0.95
59.0,0.0,es,gs,hs,0.0,0.0,1.0,5,0.95
166.0,0.0,es,gs,hs,0.0,0.0,1.0,5,0.95
464.0,0.0,es,gs,hs,0.0,0.0,1.0,5,0.95
1291.0,0.0,es,gs,hs,0.0,0.0,1.0,5,0.95
3593.0,0.0,es,gs,hs,0.0,0.0,1.0,5,0.95
10000.0,0.0,es,gs,hs,0.0,0.0,1.0,5,0.95
1.0,1.0,es,gs,hs,0.25,0.4,1.0,5,0.75
2.0,0.551602,es,gs,hs,0.25,0.4,1.0,5,0.75
7.0,0.0312409999999999,es,gs,hs,0.25,0.4,1.0,5,0.75
21.0,2.1e-05,es,gs,hs,0.25,0.4,1.0,5,0.75
59.0,0.0,es,gs,hs,0.25,0.4,1.0,5,0.75
166.0,0.0,es,gs,hs,0.25,0.4,1.0,5,0.75
464.0,0.0,es,gs,hs,0.25,0.4,1.0,5,0.75
1291.0,0.0,es,gs,hs,0.25,0.4,1.0,5,0.75
3593.0,0.0,es,gs,hs,0.25,0.4,1.0,5,0.75
10000.0,0.0,es,gs,hs,0.25,0.4,1.0,5,0.75
1.0,1.0,es,gs,hs,1.0,0.4,0.8,5,0.95
2.0,0.871072,es,gs,hs,1.0,0.4,0.8,5,0.95
7.0,0.376789,es,gs,hs,1.0,0.4,0.8,5,0.95
21.0,0.169512,es,gs,hs,1.0,0.4,0.8,5,0.95
59.0,0.012272,es,gs,hs,1.0,0.4,0.8,5,0.95
166.0,0.0,es,gs,hs,1.0,0.4,0.8,5,0.95
464.0,0.0,es,gs,hs,1.0,0.4,0.8,5,0.95
1291.0,0.0,es,gs,hs,1.0,0.4,0.8,5,0.95
3593.0,0.0,es,gs,hs,1.0,0.4,0.8,5,0.95
10000.0,0.0,es,gs,hs,1.0,0.4,0.8,5,0.95
1.0,1.0,es,gs,hs,0.75,0.6,0.7,5,0.75
2.0,0.860844,es,gs,hs,0.75,0.6,0.7,5,0.75
7.0,0.682346,es,gs,hs,0.75,0.6,0.7,5,0.75
21.0,0.4955159999999999,es,gs,hs,0.75,0.6,0.7,5,0.75
59.0,0.587168,es,gs,hs,0.75,0.6,0.7,5,0.75
166.0,0.503644,es,gs,hs,0.75,0.6,0.7,5,0.75
464.0,0.318304,es,gs,hs,0.75,0.6,0.7,5,0.75
1291.0,0.046476,es,gs,hs,0.75,0.6,0.7,5,0.75
3593.0,0.0,es,gs,hs,0.75,0.6,0.7,5,0.75
10000.0,0.0,es,gs,hs,0.75,0.6,0.7,5,0.75
1.0,1.0,es,gs,hs,0.0,0.8,0.8,5,0.95
2.0,0.615768,es,gs,hs,0.0,0.8,0.8,5,0.95
7.0,0.24493,es,gs,hs,0.0,0.8,0.8,5,0.95
21.0,0.009387,es,gs,hs,0.0,0.8,0.8,5,0.95
59.0,0.0,es,gs,hs,0.0,0.8,0.8,5,0.95
166.0,0.0,es,gs,hs,0.0,0.8,0.8,5,0.95
464.0,0.0,es,gs,hs,0.0,0.8,0.8,5,0.95
1291.0,0.0,es,gs,hs,0.0,0.8,0.8,5,0.95
3593.0,0.0,es,gs,hs,0.0,0.8,0.8,5,0.95
10000.0,0.0,es,gs,hs,0.0,0.8,0.8,5,0.95
1.0,1.0,es,gs,hs,0.25,1.0,0.8,5,0.9
2.0,0.667338,es,gs,hs,0.25,1.0,0.8,5,0.9
7.0,0.4756359999999999,es,gs,hs,0.25,1.0,0.8,5,0.9
21.0,0.410256,es,gs,hs,0.25,1.0,0.8,5,0.9
59.0,0.3873939999999999,es,gs,hs,0.25,1.0,0.8,5,0.9
166.0,0.351422,es,gs,hs,0.25,1.0,0.8,5,0.9
464.0,0.204624,es,gs,hs,0.25,1.0,0.8,5,0.9
1291.0,0.065841,es,gs,hs,0.25,1.0,0.8,5,0.9
3593.0,0.0,es,gs,hs,0.25,1.0,0.8,5,0.9
10000.0,0.0,es,gs,hs,0.25,1.0,0.8,5,0.9
1.0,1.0,es,gs,hs,0.5,0.2,1.0,5,0.85
2.0,0.488764,es,gs,hs,0.5,0.2,1.0,5,0.85
7.0,0.007035,es,gs,hs,0.5,0.2,1.0,5,0.85
21.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.85
59.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.85
166.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.85
464.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.85
1291.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.85
3593.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.85
10000.0,0.0,es,gs,hs,0.5,0.2,1.0,5,0.85
1.0,1.0,es,gs,ss,0.25,0.0,1.0,5,0.95
2.0,0.0,es,gs,ss,0.25,0.0,1.0,5,0.95
7.0,0.0,es,gs,ss,0.25,0.0,1.0,5,0.95
21.0,0.0,es,gs,ss,0.25,0.0,1.0,5,0.95
59.0,0.0,es,gs,ss,0.25,0.0,1.0,5,0.95
166.0,0.0,es,gs,ss,0.25,0.0,1.0,5,0.95
464.0,0.0,es,gs,ss,0.25,0.0,1.0,5,0.95
1291.0,0.0,es,gs,ss,0.25,0.0,1.0,5,0.95
3593.0,0.0,es,gs,ss,0.25,0.0,1.0,5,0.95
10000.0,0.0,es,gs,ss,0.25,0.0,1.0,5,0.95
1.0,1.0,es,gs,hs,0.5,0.6,0.9,5,0.8
2.0,0.715186,es,gs,hs,0.5,0.6,0.9,5,0.8
7.0,0.381192,es,gs,hs,0.5,0.6,0.9,5,0.8
21.0,0.018333,es,gs,hs,0.5,0.6,0.9,5,0.8
59.0,0.12862,es,gs,hs,0.5,0.6,0.9,5,0.8
166.0,0.577016,es,gs,hs,0.5,0.6,0.9,5,0.8
464.0,1.327968,es,gs,hs,0.5,0.6,0.9,5,0.8
1291.0,3.4056580000000003,es,gs,hs,0.5,0.6,0.9,5,0.8
3593.0,9.115441,es,gs,hs,0.5,0.6,0.9,5,0.8
10000.0,26.74,es,gs,hs,0.5,0.6,0.9,5,0.8
1.0,1.0,es,gs,ss,0.25,0.1,0.8,5,0.9
2.0,0.26067,es,gs,ss,0.25,0.1,0.8,5,0.9
7.0,9.1e-05,es,gs,ss,0.25,0.1,0.8,5,0.9
21.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.9
59.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.9
166.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.9
464.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.9
1291.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.9
3593.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.9
10000.0,0.0,es,gs,ss,0.25,0.1,0.8,5,0.9
1.0,1.0,es,gs,hs,0.25,0.8,0.7,5,0.75
2.0,0.594344,es,gs,hs,0.25,0.8,0.7,5,0.75
7.0,0.179508,es,gs,hs,0.25,0.8,0.7,5,0.75
21.0,0.007434,es,gs,hs,0.25,0.8,0.7,5,0.75
59.0,0.0,es,gs,hs,0.25,0.8,0.7,5,0.75
166.0,0.0,es,gs,hs,0.25,0.8,0.7,5,0.75
464.0,0.0,es,gs,hs,0.25,0.8,0.7,5,0.75
1291.0,0.0,es,gs,hs,0.25,0.8,0.7,5,0.75
3593.0,0.0,es,gs,hs,0.25,0.8,0.7,5,0.75
10000.0,0.0,es,gs,hs,0.25,0.8,0.7,5,0.75
1.0,1.0,es,gs,hs,0.25,0.2,1.0,5,0.99
2.0,0.47507,es,gs,hs,0.25,0.2,1.0,5,0.99
7.0,0.004963,es,gs,hs,0.25,0.2,1.0,5,0.99
21.0,0.0,es,gs,hs,0.25,0.2,1.0,5,0.99
59.0,0.0,es,gs,hs,0.25,0.2,1.0,5,0.99
166.0,0.0,es,gs,hs,0.25,0.2,1.0,5,0.99
464.0,0.0,es,gs,hs,0.25,0.2,1.0,5,0.99
1291.0,0.0,es,gs,hs,0.25,0.2,1.0,5,0.99
3593.0,0.0,es,gs,hs,0.25,0.2,1.0,5,0.99
